id,date,time,agency,subagency,location,purpose,notes
136228,8/7/2020,2:30 PM,West Virginia Board of Examiners in Counseling,,"WV Board of Examiners in Counseling 815 Quarrier St, Room 212 Charleston, WV 25301 (via teleconference; interested parties should contact Board office for call-in instructions)",Expedited consideration of prior Board decision regarding licensee renewal application.,This is an emergency meeting.
136229,8/14/2020,9:00 AM,West Virginia University Board of Governors, Special Meeting,Teleconference: Dial 888-394-8197; Code: 916691,"1. Call to Order; 2. Discuss and act upon matters relating to West Virginia Universitys ongoing response to the COVID-19 pandemic; 3. Possible Executive Session, under authority in West Virginia Code Section 6-9A-4(b)(9), (10), and (12), to discuss confidential legal, personnel, and deliberative matters relating to the following: a. Possible naming opportunity related to outdoor education and economic development, b. Commercial competition matters, the purchase, sale or lease of property, and/or the investment of public funds; and c. West Virginia Universitys ongoing response to the COVID-19 pandemic; 4. Possible discussion and/or action emanating from Executive Session, if any; 5. Notice of Proposed Rulemaking for changes to the following Rules: West Virginia University Board of Governors Governance Rule 1.6  Rule Regarding Discrimination, Harassment, Sexual Harassment, Sexual Misconduct, Domestic Misconduct, Stalking, Retaliation, and Relationships; and West Virginia University Board of Governors Student Life Rule 6.1  Student Rights and Responsibilities; Student Conduct; 6.  Emergency Rulemaking for changes to the following Rules:  West Virginia University Board of Governors Governance Rule 1.6  Rule Regarding Discrimination, Harassment, Sexual Harassment, Sexual Misconduct, Domestic Misconduct, Stalking, Retaliation, and Relationships; and West Virginia University Board of Governors Student Life Rule 6.1  Student Rights and Responsibilities; Student Conduct; 7. Transfer of Buildings and Property to City of Montgomery; and 8. Adjournment.    Other items may become apparent or need attention and may be added to the business agenda of the meeting; attention is called to the fact that the agenda of the meeting will be available three days in advance by calling 304-293-2562 or at the website: http://bog.wvu.edu/ - items of interest may be added to the agenda up to 48 hours prior to the date of meeting.",
136232,8/13/2020,9:00 AM,WVSOS,,Telephonic,Review HAVA applications,
136236,8/17/2020,11:30 AM,WV Board of Examiners in Counseling,,"The meeting will be held virtually. If you wish to attend, please email your request to counselingboard@msn.com. The access information will be provided.",To discuss legislative rule changes on behalf of the Board.,
136239,8/18/2020,1:00 PM,Rural Rehabilitation Loan ProgramWest Virginia Department of Agriculture,,Virtual Meeting on Microsoft TEAMS (304)306-8651 conference id: 34595747#,To meet with borrower to discuss status of delinquent loan.,
136243,8/18/2020,6:00 PM,Board of GovernorsSouthern WV Community and Technical College,,Zoom Meeting: https://zoom.us/j/97565436548 Meeting ID: 975 6543 6548 One tap mobile: 1 646 876 9923 ,Regular scheduled Board of Governors meeting.  The agenda will be available three days prior to the meeting at https://www.southernwv.edu/administration/board-of-governors/#meeting-schedule-and-agenda or by calling 304-896-7402.,
136233,8/19/2020,9:00 AM,WVSOS,,Telephonic,Review HAVA and CARES grant applications,
136238,8/19/2020,11:00 AM,WV Solid Waste Management BoardWV Solid Waste Management Board,,Conference Call 651-369-9486 Access Code 303661 Email Jayne.a.arthur@wv.gov for copy of agenda,Regular Board Meeting,
136230,8/20/2020,2:00 PM,WV Medical Imaging Board,,"1124 Smith Street. Suite B-300 Charleston, WV 25311",Regularly scheduled quarterly board meeting ,
136240,8/24/2020,2:00 PM,WV Board of Licensed Dietitians Board of Licensed Dietitians,,"101 Dee Dr. Suite D Charleston, WV 25311 ",Regular Schedule Meeting,
136242,8/27/2020,11:00 AM,West Virginia Water Development AuthorityWest Virginia Water Development Authority,,"1009 Bullitt Street Charleston, WV",Regular Board Meeting (Teleconference Meeting) Agenda and call-in information will be made available on the WDA Website:  www.wvwda.org,
136248,8/18/2020,10:00 AM,SAFE Commission,Department of Homeland Security Division of Justice and Community Services ,Virtual through Adobe Connect and JCS Conference line,Quarterly Commission Meeting ,
136250,8/18/2020,11:30 AM,2020 Census West Virginia Complete Count Commission,,Conference Call 712-770-4010 access code 908-139,Update on Census operations,
136247,8/20/2020,2:00 PM,WV Prosecuting Attorneys Institute,WVPAI Executive Council,Zoom Conference Call,Annual Summer Executive Council Meeting,
136244,8/20/2020,4:30 PM,Board of Directors28TH Judicial Circuit Public Defender Corporation,,"Office of the Public Defender 723 Main Street Summersville, WV 26651",The purpose of this meeting is for conducting general business.,
136253,8/25/2020,1:30 PM,Commission Board,WV Municipal Bond Commission Revenue,Microsoft Team/Telephone Conference meeting Call in 681-245-6817 Conference ID 960 514 916#,Regular tri-annual meeting,
136251,8/26/2020,12:00 AM,N/AN/A,,"Cabot Recycling Station 2427 West Little Kanawha Highway Grantsville, WV 26147",Calhoun County Solid Waste Authority Monthly Board meeting,
136257,8/17/2020,4:00 PM,New River Gorge Regional Development Authority,,Zoom Meeting,Board Meeting,
136262,8/19/2020,5:30 AM,Presidential Search CommitteeWest Liberty University,,"West Liberty University, Shaw Hall Board Room, 208 University Drive, West Liberty, WV 26074",Committee Interview with Candidate,
136255,8/19/2020,12:00 PM,LotteryLottery,,Conference call meeting. To join please dial - 1-877-278-2734 PIN 732018 ,Set the agenda for the August 2020 monthly business meeting.,
136261,8/19/2020,3:00 PM,Finance CommitteeWest Liberty University,,"West Liberty University, Shaw Hall East Conference Room, 208 University Drive, West Liberty, WV 26074",Discuss University Financials,
136260,8/19/2020,4:00 PM,Board of GovernorsWest Liberty University,,"West Liberty University, Shaw Hall Board Room, 208 University Drive, West Liberty, WV 26074","Swear in new board members, approval of minutes, approval of proposed policy #59",
136256,8/19/2020,4:30 PM,Board of Directors28Th Judicial Circuit Public Defender Corporation,,"Office of the Public Defender 723 Main Street Summersville, WV 26651",The purpose of this meeting is for conducting general business.,
136258,8/20/2020,8:00 AM,Institutional Board of Governors Mountwest Community & Technical College ,,Join Zoom Meeting https://zoom.us/j/96529668207?pwd=TWNhbkpwMjdJOEgxRkdEUk1kL0RsZz09 Meeting ID: 965 2966 8207 Passcode: 861711 ,"Regularly scheduled Board of Governor Meeting. The Agenda will be emailed to IBOG, Mountwest Faculty & Staff and will be available on our website: www.mctc.edu",
136263,8/25/2020,11:00 AM,WVBOP,WVBOP WVBOP,"2310 Kanawha Blvd E Charleston, WV 25311",Consideration of comments received on legislative rules and emergency rules,
136259,8/26/2020,10:00 AM,Water Quality Standards Program,Department of Environmental Protection Human Health Criteria Workgroup,Zoom Meeting https://us02web.zoom.us/j/81735177183?pwd=NkQySHJES1paUG5yOTlvNHU1MWx2UT09  ,Discuss human health criteria calculations in detail in order to work towards a consensus for additional revisions to recommend in 2021.,
136254,8/26/2020,12:00 PM,West Virginia Hospital Finance Authority,,"West Virginia State Treasurers office 322 70th Street, SE, 2nd Floor Conference Room Charleston, West Virginia 25304 Teleconference: 1-800-466-8543, Code 285355","Public hearing on Authoritys issuance of $60,100,000 refunding bonds for Thomas Health System, Thomas Memorial Hospital and Saint Francis Hospital to refinance Thomas Hospital Tower, located at 4605 MackCorkle Ave., SW, South Charleston, and the acquisition of Saint Francis Hospital, located at  at 333 Laidley Street, 400 Court Street, 500 Donnelly Street and 332 Laidley Street, Charleston, West Virginia.  Additional information, including call-in information, is available on the Authoritys website:  wvhfa.com.",
136268,8/18/2020,9:00 AM,HAVA Board,,Telephonic Dial-in Number: +1 304-306-8300  Conference ID: 333891511 ,Review HAVA grant applications,This is an emergency meeting.
136264,8/19/2020,5:00 PM,Board of HealthCabell-Huntington Health Department,,Zoom Meeting,Board of Health Meeting,This is an emergency meeting.
136276,8/19/2020,5:30 PM,Presidential Search CommitteeWest Liberty University,,"West Liberty University, Shaw Hall Board Room, 208 University Drive, West Liberty, WV 26074",TIME CORRECTION ONLY - PREVIOUSLY SUBMITTED AS 5:30 AM - Committee Interview with Candidate,
136266,8/20/2020,10:00 AM,RIC 5 SIRN,SIEC Statewide Radio Region 5 Meeting,Virtual Meeting https://bluejeans.com/904911936?src=calendarLink,Monthly Meeting,
136269,8/20/2020,10:00 AM,West Virginia Economic Development AuthorityEconomic Development Authority,,Telephone Meeting Dial in information 1(571)317-3122 Access Code: 977-466-181 ,"Regular monthly meeting.  The board will also consider and take action on matters including but not limited to the following: (1)Resolution authorizing Macys Logistics, LLC to grant a Second Priority Deed of Trust Lien on its leasehold estate in Certain Real Property located in Martinsburg, Berkeley County, West Virginia, leased from West Virginia Economic Development Authority pursuant to that certain lease agreement dated June 21, 2012(2)Inducement Resolution  Revenue Bonds Century Mining, LLC project in Barbour, Harrison and Upshur Counties(3)Reimbursement Resolution  Revenue Bonds Century Mining, LLC project in Barbour, Harrison and Upshur Counties(4)Supplemental Resolution for an additional authorized signatory by the Director of Financial Services To promote and protect the safety of both the public and the Authoritys staff in light of the COVID-19 pandemic, in lieu of physical presence by the public, attendance will be solely by telephone. All those wishing to participate may call 1-571-317-3122, Access Code: 977-466-181. ",
136267,8/20/2020,11:00 AM,Athletic Commission,,"Conference call at 900 Pennsylvania Ave, Charleston, WV",Approve minutes of previous meeting;Further discuss and possibly finalize protocol for events during COVID-19 pandemic;Consider promoter's bond and checklist tabled from August 13th meeting,
136265,8/21/2020,10:00 AM,DEM, SERC,SERC Meeting via conference call dial in 681-245-6817 access code 521263544,AgendaCall to OrderRoll CallApproval of MinutesReports  1. SERC Financial Report  2. WV SERC Grants updatesUnfinished Business  1. Title 55 Series I Legislative Rules     a.Consideration of Public Comments  2. Stakeholder Report regarding Proposed LegislationNew BusinessGood of the OrderTime and Place for next meetingAdjourn,
136270,8/27/2020,2:00 PM,Bluefield State Board Of Governors, Student Life Committee,"Boyd Conference Room Conley Hall - Room 201 Bluefield State College 219 Rock Street Bluefield, WV 24701 ",To consider matters related to student life at BSC,
136277,8/20/2020,9:30 AM,WV Council for Community and Technical College EducationWV Council for Community and Technical College Education,,Conference Call/Zoom meeting: 1-301-715-8592 ID: 98401736493# https://wvcolleges.zoom.us/j/98401736493?pwd=NzN4bEhGWUVnVGtYaDB4ZjdtdDBkQT09 ,Regular Business Meeting,
136284,8/18/2020,1:00 PM,WV Board of Osteopathic MedicineWV Board of Osteopathic Medicine,,Teleconference: 1-877-302-0757 Conference ID: 3203512# ,To consider mandatory revocation of license as required by law.,This is an emergency meeting.
136281,8/25/2020,11:00 AM,Board of Governors ,Concord University  Executive Committee Meeting ,Videoconference due to COVID19. Members of the public wishing to attend should contact lwoolwine@concord.edu for log in information. ,"Regularly scheduled committee meeting prior to the full board meeting at 1pm on August 25, 2020. Items to be discussed include approval of several intent to plan/revise BOG policies.   A full agenda will be available prior to the meeting at www.concord.edu ",
136285,8/25/2020,12:00 PM,Board of Governors ,Concord University  Finance and Facilities Committee Meeting ,videoconference due to COVID-19. Members of the public who wish to join should contact lwoolwine@concord.edu for log in information. ,"Preparation for the upcoming full board meeting on August 25, 2020 @ 1:00 p.m. Items to be discussed includes the approval of the FY 2021  operating and capitol budgets. ",
136282,8/25/2020,1:00 PM,Board of Governors Concord University ,,Videoconference due to COVID19. Members of the public wishing to attend should contact lwoolwine@concord.edu to request log in information. ,Regularly scheduled meeting of the CU BOG. Items to be discussed include approval of several intent to plan/revise BOG policies.   A full agenda will be available prior to the meeting at www.concord.edu ,
136286,8/25/2020,5:00 PM,"Speech-Language Pathology & Audiology, WV Board of Examiners for",," Board Office via Zoom 99 Edmiston Way - Suite 214 Buckhannon, WV 26201", Regulatory Software Contract Purchasing Audit CE Requirements & COVID-19,
136291,8/26/2020,12:00 PM,Hospital finance AuthorityHospital Finance Authority ,,"322 70th street second-floor conference room in the West Virginia State Treasurers office located at 322 70th Street, SE, Charleston, West Virginia ","Notice is hereby given that the West Virginia Hospital Finance Authority (the Authority) will conduct a special meeting on Wednesday, August 26, 2020, at 12:00 noon, Eastern Time, in the second-floor conference room in the West Virginia State Treasurers office located at 322 70th Street, SE, Charleston, West Virginia  and by teleconference.  The teleconference information is as follows: Call In # 1-800-466-8543; Enter the code 285355.  Members of the public may join the meeting by teleconference.The purposes for which this meeting is being held and the agenda for the meeting will include the following items:1.Call to Order.2.Reading and Approval of Minutes for the meeting held on July 23, 2020.3.Public Hearing on the issuance of $60,100,000 in refunding revenue bonds for the purpose of refunding the Authoritys outstanding bonds issued in 2008 for Thomas Memorial Hospital, Saint Francis Hospital and Thomas Health System to finance, among other things, a tower for Thomas Memorial Hospital and the acquisition of Saint Francis Hospital.4.Consideration of and final action on Resolution authorizing the issuance of $60,100,000 in Refunding Revenue Bonds (Thomas Health System, Inc.), Series 2020 A, for the purposes of refunding the Authoritys outstanding Hospital Revenue Bonds (Thomas Health System, Inc.), Series 2008, funding a reserve fund for such Bonds and paying the costs of issuance thereof, all pursuant to a final order entered by the United States Bankruptcy Court of the Southern District of West Virginia on August 14, 2020; the sale of such Bonds to Rosemawr Management LLC; and the approval of a Trust Indenture, a Loan Agreement, a Private Placement Memorandum, a Private Placement Agreement and other documents and actions relating thereto.5.Discussion of and possible action on budgetary matters, if needed.6.Update on letter received from the West Virginia Legislature Performance Evaluation and Research Division, if needed.7.Discussion of any other upcoming bond issues of the Authority. ",
136288,8/27/2020,9:00 AM,MU Board of Governors,Marshall University Athletic Committee,Shawkey Room at the Memorial Student Center and on Microsoft Teams virtually,Regular Meeting; Agenda available three days before by emailing curtisc@marshall.edu ,
136289,8/27/2020,10:30 AM,Marshall University Board of Governors,Marshall University Committees,"Academic & Student Affairs Committee meeting in Student Resource Center; Finance, Audit and Facilities Planning meeting in Shawkey Room. Both locations are in the Memorial Student Center",Regular Committee Meetings.  Agenda available three days before meeting by emailing curtisc@marshall.edu,
136290,8/27/2020,1:00 PM,Marshall University Board of Governors,Marshall University Board Meeting,Don Morris Room in the Memorial Student Center and Microsoft Teams,Regular Board Meeting.  Agenda available three days before meeting by emailing curtisc@marshall.edu,
136283,8/27/2020,1:00 PM,State Personnel BoardDivision of Personnel,,This meeting will be held by telephone. The public can join using the call-in information on the agenda which will be posted on the Division of Personnel website www.personnel.wv.gov prior to the actual meeting date.,Regular monthly meeting of the State Personnel Board.,
136287,8/27/2020,5:00 PM,West Virginia Northern Community College Board of Governors,,"1704 Market Street Wheeling, WV 26003 Room 126A and VIA ZOOM",Monthly meeting: Call to Order; Roll Call; Board Chair Report; Nominating Committee - Election of Officers 2020-2021 (Action Item); Approval of Draft Minutes (5/11/20)(Action Item); President's Report; Approval of purchases over $100k (Action Item); Administrative Reports - Financial Update; Administrative Services Update; Enrollment Report; Annual Marketing Update; Environmental Scanning & Strategic Plan Updates; Employee Satisfaction Survey Results; Academic Affairs Update; Old Business; New Business; Executive Session - Personnel & Real Estate; Board Effect Demo; and Adjourn,
136296,8/26/2020,4:00 PM,Board of GovernorsWest Liberty University,,"West Liberty University, Shaw Hall Board Room, 208 University Drive, West Liberty, WV 26074","Discuss Presidential Search, Executive Session/Personnel",
136295,8/27/2020,2:00 PM,WV Department of Administration,Cabinet Secretary's Office Tobacco Settlement Finance Authority," Via Telephone or in Person at: WV Department of Administration Building 1, Room E-131 Capitol Complex 1900 Kanawha Blvd., East Charleston, West Virginia", Meeting of the Board of the Tobacco Settlement Finance Authority.,
136292,8/28/2020,9:30 AM,Board of HealthGrafton-Taylor County Health Department,,"Mother's Day Shrine Grafton, WV 26354",Regular Meeting,
136300,8/26/2020,10:00 AM,Lottery,Lottery Finance/Audit & Games/Rules/Security/Marketing Committees,"Lottery headquarters-The number of people allowed in our meeting room has drastically decreased due to social distancing. Keep this in mind if you plan to attend in person. To join this meeting via teleconference,dial 1-877-278-2734 - PIN-732018. ","Approval of the Director's recommendation to impose a civil penalty against Top Five LLC.Discussion of minimum bid for limited video lottery re-bid of permits for the next 10-year period.Modification of Commission order ""Delegation to the Director - approval of certain License/Permit renewals.Questions regarding July financial statements.Approval of changes to Lottery's Sports Betting and Interactive Wagering Minimum Internal Control Standards.Approval to remove Mehdi Pazouki from the statewide exclusion list.Review of Marketing promotions.Discussion and approval of hardware and software of licensed or permitted video lottery terminal manufacturers.",
136301,8/26/2020,10:00 AM,Lottery,Lottery Finance/Audit & Games/Rules/Security/Marketing Committees,"Lottery headquarters - The capacity of our meeting room has drastically decreased due to social distancing. Keep this in mind if you plan to attend in person. To join this meeting via teleconference, dial: 1-877-278-2734 - PIN-732018. ","Approval of the Director's recommendation to impose a civil penalty against Top Five LLC.Discussion of minimum bid for limited video lottery re-bid of permits for the next 10-year period.Modification of Commission order ""Delegation to the Director - approval of certain License/Permit renewals.Questions regarding July financial statements.Approval of changes to Lottery's Sports Betting and Interactive Wagering Minimum Internal Control Standards.Approval to remove Mehdi Pazouki from the statewide exclusion list.Review of Marketing promotions.Discussion and approval of hardware and software of licensed or permitted video lottery terminal manufacturers.",
136302,8/26/2020,11:00 AM,Lottery,Lottery Commission meeting,"Lottery headquarters - The capacity of our meeting room has drastically decreased due to social distancing. Keep this in mind if you plan to attend in person. To join this meeting via teleconference, dial: 1-877-278-2734 - PIN-732018.","Call to OrderApproval of minutesReports of Director and StaffQuestions for IGTFinance and Audit CommitteeApproval of the Director's recommendation to impose a civil penalty against Top Five LLC.Discussion of minimum bid for limited video lottery re-bid of permits for the next 10-year period.Modification of Commission order ""Delegation to the Director - Approval of Certain License/Permit Renewals.Questions regarding July financial statements.Games/Rules/Security/Marketing CommitteeApproval of changes to Lottery's Sports Betting and Interactive Wagering Minimum Internal Control Standards.Approval to remove Mehdi Pazouki from the statewide exclusion list.Review of Marketing promotions.Discussion and approval of hardware and software of licensed or permitted video lottery terminal manufacturers.New BusinessApproval of Membership Unit Purchase Agreement of Advanced Lottery Technologies, LLC Choose the date/location of next meetingAdjourn",
136299,8/27/2020,9:30 AM,West Virginia Broadband Enhancement CouncilWest Virginia Department of Commerce,, MS Teams Meeting - Register by copying link below into a browser: https://forms.office.com/Pages/ResponsePage.aspx?id=As8mikpDHkOMrX6u-X70hJuAioJ9fu1LkTMAiChzN7lUOTdVSE5PWDZCNEdGV005VEkxTkkxV1RXRC4u Call Kelly Workman at 304-957-2077 for assistance. ,"Consideration of a resolution authorizing the Council to file, pursuant to Rule 12.6 of the Public Service Commissions Rules of Practice and Procedure, a petition to intervene in certain matters involving Frontier West Virginia, Inc. and Frontier Communications of America, Inc. and Citizens Telecommunications Company of West Virginia dba Frontier Communications of West Virginia",
136307,8/27/2020,10:00 AM,WV Human Rights Commission ,,Telephonic Meeting,Quarterly Meeting,
136306,8/28/2020,10:00 AM,Family Protection Services Board ,, https://psimedinc.zoom.us/j/95660103119,Monthly Meeting,
136297,8/28/2020,12:00 PM,"Physical Therapy, Board of", Full Board,Teleconference-Anyone wishing to attend may come to the Board office in Charleston.,Discuss comments received regarding proposed rules and other board business.,
136308,8/27/2020,10:00 AM,Board of GovernorsWest Virginia University at Parkersburg,,"300 Campus Drive Parkersburg, WV 26104","Special meeting of the Board of Governors to approve Policy A-44, Policy and Procedures on Harassment and Discrimination. Due to COVID-19 members will not meet face to face.  This meeting will take place via video conference.  For further details and instructions on how to attend the meeting please send a message to the following email address:  brady.whipkey@wvup.edu. ",
136309,8/27/2020,11:00 AM,Athletic Commission,,"Conference call at 900 Pennsylvania Ave, Charleston, WV",Approve minutes of previous meeting; Further discuss and possibly finalize protocol for events during COVID-19 pandemic;Consider and possibly adopt changes to promoter's bond form and checklist.,
136310,8/27/2020,5:00 PM,Board of Governors Special MeetingSouthern WV Community and Technical College,,Remote meeting due to COVID-19. Zoom Meeting: https://zoom.us/j/92682550375 Meeting ID: 926 8255 0375 One tap mobile: 1-646-8769 ,"Special Board of Governors meeting to consider an easement agreement between the WV Department of Transportation, Division of Highways and the College. The agenda will be available three days prior to the meeting at https://www.southernwv.edu/administration/board-of-governors/#meeting-schedule-and-agenda or by calling 304-896-7402.",
136319,8/28/2020,9:00 AM,WV Board of Examiners in Counseling,,"This meeting will be held virtually. For the access code, please send an email request to counselingboard@msn.com",Credentialing Committee ,This is an emergency meeting.
136315,8/28/2020,10:00 AM,State Emergency Response Commission (SERC)WV Division of Emergency Management,," +1 681-245-6817,  563971854# (Dial-in Number) ",Finalization of SERC Rules,This is an emergency meeting.
136318,8/28/2020,10:00 AM,WV Board of Examiners in Counseling,,"The meeting will be held virtually. To obtain the access code, please send an email request to counselingboard@msn.com.",Board Meeting,
136322,8/27/2020,1:00 PM,Gilmer County Board of Health,Gilmer County Health Department Public  Health,"809 Medical Drive, Suite 3 Glenville, WV 26351",To add the new Health Officer on the Signature card at the bank.,This is an emergency meeting.
136305,9/1/2020,11:30 AM,2020 Census West Virginia Complete Count Commission,,Conference Call 712-770-4010 access code 908-139,Update on Census operations,
136245,9/1/2020,2:00 PM,College Prepaid Tuition and Savings Board of Trustees, Audit and Finance Committee,"Due to Governor's orders regarding Covid-19, this will be a VIRTUAL meeting. Call Deputy Treasurer 304.340.5020 for details.",Regular quarterly meeting,
136321,9/1/2020,3:00 PM,Shepherd University Board of GovernorsShepherd University,,Zoom Meeting - see https://www.shepherd.edu/bog/meeting-schedule for link to observe meeting,1) Unaudited 4th Quarter Report; 2) General Budget Discussion' 3) COVID-19 expenses and prospective reimbursements,
136216,9/1/2020,3:15 PM,Board of Hearing Aid Dealers,,179 Summers St Suite 715 Charleston WV 25301,Regular Board Meeting,
136246,9/2/2020,9:30 AM,College Prepaid Tuition and Savings Board of Trustees,,"Due to Governor's orders regarding Covid-19, this will be a VIRTUAL meeting. Call Deputy Treasurer 304.340.5020 for details.",Regular quarterly meeting,
134651,9/2/2020,9:30 AM,West Virginia Infrastructure & Jobs Development CouncilCouncil Meeting ,,"1009 Bullitt Street Charleston, WV 25301","Monthly Council Meeting to review water, sewer, economic development and other requests and to conduct monthly Council Business.",
134375,9/2/2020,10:00 AM,Educational Broadcasting Authority,,"600 Capitol Street Charleston, WV 25301",Quarterly Meeting,
136211,9/2/2020,10:00 AM,Oil and Gas Conservation Commission,,"West Virginia Department of Environmental Protection 601 57th Street SE Charleston, WV 25304 304-414-1239 ","HEARINGIN THE MATTER OF THE REQUEST BY THE DIVISION OF NATURAL RESOURCES, WEST VIRGINIA DEPARTMENT OF COMMERCE, REGARDING THE OBJECTION TO THE PROPOSED LATERAL EXTENSION OF THE TUG HILL OPERATING, LLC WELL IDENTIFIED AS ARMSTRONG 1N-13HU LOCATED IN FRANKLIN DISTRICT, MARSHALL COUNTY, WEST VIRGINIA DOCKET NO 297CAUSE NO 295",
134430,9/2/2020,12:00 PM,Public Broadcasting Foundation,,600 Capitol Street Charleston WV,Quarterly Meeting,
136341,9/2/2020,12:00 PM,Shepherd University Board of Governors,Shepherd University Executive Committee,zoom/digital meeting. See https://www.shepherd.edu/bog/meeting-schedule for link. ,Special Meeting- Executive Session for the purpose of review of personnel and legal matters,
136212,9/2/2020,1:00 PM,Oil and Gas Conservation Commission,,"West Virginia Department of Environmental Protection 601 57th Street SE Charleston, WV 25304 304-414-1239 ","*CANCELLED*HEARINGIN THE MATTER OF THE REQUEST BY DAVID J. ROMANO, COUNSEL FOR L & D INVESTMENTS, INC. FOR A HEARING WITH THE OIL AND GAS CONSERVATION COMMISSION AS TO SWN PRODUCTION COMPANY, LLCS APPLICABILITY OF THE CO-TENANCY MODERNIZATION AND MAJORITY PROTECTION ACT W.VA. CODE 37B-1-1 DOCKET NO. 297CAUSE NO. 300",
136326,9/3/2020,8:30 AM,Board of Governors,West Virginia State University Academic Policy Committee,"James C. Wilson University Union, Rm 135 -OR- Zoom https://zoom.us/j/99438024097 Meeting ID: 994 3802 4097 Dial by your location +1 929 205 6099 US ","To conduct the business of the Committee prior to the September 3, 2020 West Virginia State University Board of Governors meeting.",
136327,9/3/2020,9:30 AM,Board of Governors,West Virginia State University Adhoc Bylaws and Policies Review Committee,"James C. Wilson University Union, Rm 135 -OR- Zoom https://zoom.us/j/99438024097 Meeting ID: 994 3802 4097 Dial by your location +1 929 205 6099 ","To conduct the business of the Committee prior to the September 3, 2020 West Virginia State University Board of Governors meeting.",
136293,9/3/2020,9:30 AM,WV Ethics Commission, Personnel Committee,"Via Conference Call To join, dial (517)308-6068 PIN: 5209837#","Consider and discuss matters relating to the hiring of a new Executive Director, including discussion of recommendations to make to the Ethics Commission.  Agenda will be available on Friday before the meeting at the Commission's Office and online at ethics.wv.gov. ",
134365,9/3/2020,10:00 AM,WV Ethics Commission,,"Via conference call to join, dial (517) 308-6068 PIN: 52019837# ","Consider advisory opinion requests, contract exemptions, employment exemption requests, investigative matters and miscellaneous items.  The agenda is available on Friday before the meeting at the Commission's office and online at ethics.wv.gov.",
136328,9/3/2020,10:30 AM,Board of Governors,West Virginia State University Finance Committee,"James C. Wilson University Union, Rm 135 -OR- Zoom https://zoom.us/j/99438024097 Meeting ID: 994 3802 4097 Dial by your location +1 929 205 6099 ","To conduct the business of the Committee prior to the September 3, 2020 West Virginia State University Board of Governors meeting.",
136333,9/3/2020,10:30 AM,WV Parkways Authority,,"WVPA Administration Building 3310 Piedmont Road Charleston, WV 25306 ","PURPOSE:  To consider and act upon all matters that may properly come before a regular meeting of the Parkways Authority Board.  These matters may include discussion of and possible Board action on the following:  Approval of the minutes of the August 6, 2020 Board Meeting; Approval for HNTB to design the following:  1-A-21  Mill and Inlay Project at various locations on the Turnpike; Approval to purchase the following equipment: 1) One (1) Ford Explorer K8B Vehicle for Tamarack; 2) One (1) Jeep Grand Cherokee for Parkways Headquarters; and 3) Seven (7) Chevrolet Tahoe Vehicles for State Police Troop 7; Discussion and/or approval of the following:  1) Banking Resolution for Signature Authorization of Jeffrey A. Miller, Executive Director, West Virginia Parkways Authority to sign checks and transfer funds to and from the various accounts; and 2)Resolution for Signature Authorization of 1) Tammy Coffman, Executive Director, Tamarack: The Best of West Virginia (Tamarack); 2) Jeffrey A. Miller, Executive Director, West Virginia Parkways Authority and 3) Byrd E. White, III, Secretary, West Virginia Department of Transportation pertaining to Tamarack Credit Card Accounts; Discussion and/or approval of an Agreement requiring VIRCO LANDING, LLC to restore previously disturbed areas adjacent to and/or on Parkways Authority property near Marmet, WV;  Discussion and/or approval of the following: 1) Award of a purchase order for seventy (70) snowplow blades and ninety (90) snowplow guards for Parkways Maintenance; 2) Additional funds for inspection of fiber optic line installation by MMI; Approval of GR-1-21 REBID - On-Call Guardrail Contract and other items which may become apparent or need attention and may be added to the business agenda of the meeting; attention is called to the fact that the agenda of the meeting will be available three (3) days in advance by calling 304-926-1900 or at the website www.wvturnpike.com; items of business may be added to the agenda up to 48 hours prior to the date of the meeting.  The Authority reserves the right to go into Executive Session for appropriate and lawful reasons upon proper motion and vote. ",
136338,9/3/2020,11:00 AM,Athletic Commission,,"Conference call at 900 Pennsylvania Ave, Charleston, WV",Approve minutes of previous meeting;Further review and possibly finalize changes to promoter's bond form and checklist;Consider and finalize protocol for events during COVID-19 pandemic;Consider and adopt changes to current policy suspending issuing licenses and sanctions;Review request to lift suspensions of Toughman fighters indefinitely suspended for unsportsmanlike conduct.,
136329,9/3/2020,11:30 AM,Board of Governors,West Virginia State University  Institutional Advancement Committee,"James C. Wilson University Union, Rm 135 -OR- Zoom https://zoom.us/j/99438024097 Meeting ID: 994 3802 4097 Dial by your location +1 929 205 6099 ","To conduct the business of the Committee prior to the September 3, 2020 West Virginia State University Board of Governors meeting.",
136330,9/3/2020,12:30 PM,Board of Governors,West Virginia State University  Recruitment and Retention Committee,"James C. Wilson University Union, Rm 135 -OR- Zoom https://zoom.us/j/99438024097 Meeting ID: 994 3802 4097 Dial by your location +1 929 205 6099 ","To conduct the business of the Committee prior to the September 3, 2020 West Virginia State University Board of Governors meeting.",
136331,9/3/2020,2:00 PM,Board of Governors,West Virginia State University  Full Board,"James C. Wilson University Union, Rm 135 -OR- Zoom https://zoom.us/j/99438024097 Meeting ID: 994 3802 4097 Dial by your location +1 929 205 6099 ",To conduct the business of the West Virginia State University Board of Governors.,
136036,9/3/2020,4:00 PM,Bluefield State College Board of Governors,,"Boyd Conference Room Conley Hall - Room 201 Bluefield State College 219 Rock Street Bluefield, WV 24701 ",Regular meeting of the BSC Board of Governors,
